,text,true,pred
296,"Combo P/U Sticks & Jacks'n Ball in Tin This product includes 30 small pick-up sticks - an embarrassingly small bundle. They are made of plastic, and each has a pronounced seam along the edge, which affects gameplay. Please, don't waste your time and money. Look elsewhere for a decent product.",toys games,health personal care
297,"Robertsons Silver Shred 454g My husband LOVES this lemony marmalade!! He used to be able to find it in stores, but they don't seem to carry it anymore so I'm thrilled to be able to find it online. A few jars of Silver Shred are one of his favorite Christmas presents every year.",grocery gourmet food,health personal care
298,Summer's Eve Feminine Wash for Normal Skin -- 15 fl oz I didn't care for this product at all. It just wasn't for me. It irritated my skin and I wasn't too happy about that.,health personal care,beauty
299,"Mindfold Sleeping Mask My initial rating was based on sleeping with this mask for a few days, and based only on the fact that it blocked out light better than my previous grocery store purchased sleep mask. However, other than that this mask is horrible in the comfort area. It's made of hard plastic on the outside and uncovered foam on the inside. It does block out light if you're lying on your back, but if you're a side sleeper you'll have hard plastic pressing against the side of your face, which can be distracting and occasionally even painful. After a week or two I threw this out and went looking again. Although it's twice as much, I found the perfect sleep mask",beauty,health personal care
300,"4C Totally Light 2 Go Fruit Punch, Sugar Free, 20-Count Boxes (Pack of 3) I ordered the fruit punch and the lemonade. I was attracted to them because they have 5 calories and use Splenda instead of Aspartame, which seems to cause me joint pain (a by product of a misspent youth). The instructions say to use a 16.9 oz bottle of water, which works very well for the fruit punch. For the lemonade, I found it a little strong and use a 20 oz bottle with 18 - 19 oz of water in it. I used to drink 2 - 4 sodas a day, a mix of regular and diet. With this stuff, I feel better and I am saving a bunch of calories from both the soda and from not feeling as hungry because I am drinking more water (albeit flavored water). I have several friends deployed over to the sandbox and, while Army water is purified, it suffers in taste. These are a huge hit over there. They seem to be as favored, or more so, as Crystal Light. Best of all, they cost less.",grocery gourmet food,health personal care
301,"Belli Elasticity Belly Oil I was not ready for the strong lavender scent. I have allergies and am bothered by most things smelly, but this wasn't so bad and it got better as the day progressed. It seems to be working on the scretching belly.",beauty,health personal care
302,"Fem-Gest Cream 2oz 2 Creams I have purchased this product for years either from health food stores or online. As far as I know, it is always packaged in a 2 jar box. I recently purchased the item from Nutricity and after using up the first jar I opened the second jar and found it completely dehydrated! I panicked, as I was in the middle of a cycle and did not wish to run out. I re-ordered immediately and then the next day contacted Nutricity about the problem. After more than a 24 hour wait I got an e-mail back saying I was mistaken, that I had NEVER ordered from them! Could I send the confirmation e-mail of the order. Well of course I didn't any longer have the confirmation e-mail (it takes me almost 3 months to use a jar) but I sent them the invoice from my Amazon file. (I had also ordered from them prior to that!) After another 24 hour wait I get the answer",beauty,health personal care
303,"Four Paws Cologne, Silver Great product! Lasts and gets rid of the doggie smell. Not overpowering, just a small spray will do. I have tied alot of products and found this works the best on my dog. The others did'nt last very long (one day) or smell as pleasant. It really smells like people perfume.Silver - Sunflower (Elizabeth Arden) scentGold - Poison-like scentRed - CK One-like scentBlack is the original scent - brut ( a clean scent, resembles a nice men's cologne)",pet supplies,beauty
304,"The First Years Quick Serve Bottle Warmer Well, all I have to say is awesome! After 3 weeks of running the hot water over the bottle at 7 minutes each over 12 times a day for my newborn, I realized that running hot water for more than 1 full hour a day...my hot water bill was going to be outrageous. So I decided we needed a solution. I went to the store and bought this amazing product afer reading the reviews here online. Well of course you have to stand by it while it works. You have to do that if it is running under hot water or on the stove anyway!!! It is great! You fill it to the appropriate water level, put the bottle in, and press the button. When it is done it shuts off. You take it out, shake it up, test it, and you are ready to go in less than 3 minutes. I also noticed that some of these reviews that gave bad ratings are from 2002? The current model is much more advanced and improved than the last model.",baby products,health personal care
305,"Red Marine Algae (375mg) I did a lot of research online since I found out I had HPV (human papilloma virus). So many women have it, but dont know it till they get a bad pap smear and the beginnings of cervical cancer. Red Marine Algae will be the key to taking down this virus. This product was at a great price and I will continue to purchase it through this company. Great prices and fast delivery. Thanks!",health personal care,pet supplies
306,"Sassy Soft Sided Toy Organizer In response to the poster who asked about the dimensions, it's 24"" wide x 15"" high x 15"" deep (per description on the front of the box). The carry tote that fits inside is maybe 1/3 the size of that...I just received this yesterday from my registry, and I had picked it out online, so I was quite pleased at the size. As other reviewers have mentioned, it is quite smelly when you first take it out of the box, so it's ""airing out"" in our family room right now... I don't expect that it will continue to be a problem once it has gotten exposed to air circulation...I am giving it 4 stars for now just because of the smell... in case I have to clean it to get rid of the smell. Otherwise, looks like it would be 5 stars (although, as I said, I haven't used it yet).",baby products,toys games
307,"Similac Alimentum Hypoallergenic Baby Formula, Ready to Feed If you've been struggling to give comfort and nutrition to a baby with serious reflux issues (what many call ""colic"" is in reality, very often just severe reflux) please try this formula. It doesn't smell good, no, but your baby will LOVE it. And there's a great chance you will end up with a happy, relaxed, smiling baby just a few days later. It worked wonders for us.",grocery gourmet food,baby products
308,Progressive Stainless Steel Mesh Tea Ball Bought this as a gift for my husband. It was very inexpensive and thus far we have had no problems with the product. Shipped quickly.,grocery gourmet food,health personal care
309,"BraBaby Bra Washing System- 2 Pack The latch broke during the first use. And, they claim that it can go in the dryer, but it melted the first time I put it in the dryer.",health personal care,beauty
310,Johnson's Buddies Clean-You-Can-See Body Wash 8.4 fl oz (248 ml) wonderful scent very light would work well for younger and older kids boys and girls. have used it myself and does not conflict with any thing i added afterwards like lotion or perfume,baby products,beauty
311,"GladWare Big Bowl Food Storage with Interlocking Lids, 48-Ounce, 3-Count Packages (Pack of 6) I ordered this product after searching for a specific gladware container. I ordered it advertised as a 42 oz. container and received 48 oz. containers. I am going to keep them as they still suit my purpose but probably would not have ordered them if not mismarked.",health personal care,grocery gourmet food
312,"For Animals-K-9 Level 5000 Glucosamine - 32 oz - Liquid The product is backed by the Great Dane Lady, but from my experience, there just wasn't enough improvement in my dog for me to purchase this again.",health personal care,pet supplies
313,No-Rinse Body Bath with Odor Eliminator - 16 oz. Great for children or the elderly. It's also a great item for camping circumstances and something for your earthquake preparedness kit.,beauty,health personal care
314,"Remington Wrap N'Roll Setter I purchased these because they looked just like a set I had in HS manufactured by Conair. Well, they did the trick and were just like the ones I used back in the day...these (by Remington) are so easy to use and produce ringlets. Morning routine",beauty,health personal care
315,"Nivea Visage Q10 Advanced Wrinkle Reducer Night Creme, 1.7-Ounce Tubs (Pack of 2) I love this cream and was disappointed to see it taken off shelves at local major retails such as Long's Drugs, Rite Aid and other. I was very happy to see it available online and at such a great price.",beauty,grocery gourmet food
316,"Malem Ultimate Selectable Bedwetting Alarm with Vibration - Royal Blue My 8 year old son started wetting the bed consistently at maybe 3 or 4 years old. He was a pretty dry kid at night before that. Nothing big changed in our lives, my husband's brother wet the bed until a pretty old age, or ped. just chalked it up to that. Well, both him and my 5 year old (another story altogether I guess) were both used to wearing underwear at night and I didn't have the heart (or frankly the money) to put them into pull-ups at night. Nothing against parents that use them, it just seemed to make them feel really badly when my husband and I discussed using them. This alarm works great. If you have it clipped in the right spot it senses the wetness when there is just a drop or two. I should probably read the directions again. We've had this alarm for over a year and this is the first time we've committed to use it every night. My son wakes up almost every night with it. The thing is, it wakes him up and he takes care of it himself. He goes to the bathroom and changes his underwear. Then he comes to me to help clip it back on. Probably 95% of the time, it's only his underwear that are a little wet. His pajamas and bed are dry. It's nice only having to wash one set (5 year old's) of sheets a night! BUT I'm not sure if this is helping get to the root of the problem or not. He doesn't seem to be waking up on his own yet. Sometimes he holds it all night though. It's probably been 8-10 weeks since we started using it. I just hope we can get past this and then start working with my other son (he'll be 6 in Dec. Also, just to make sure it detects the wetness right away, I clip it inside the ""flap"" area. Not sure what to call that but it seems to help that there's not an extra layer of fabric in the way. He's only wet really bad a few times, and out of those few times it's usually been when I was gone and he clipped it on himself. My husband thought he knew how to do it.Hope this helps....I do think the product itself does what it says. We've had no problems with the function of it.",health personal care,baby products
317,Star Explosion Glow In The Dark Dont buy this its not worth the money. Doesn't glow like its supposed to. I am very upset. My daughter waited on this for her birthday and its junk.,baby products,toys games
318,"Fisher-Price We actually received an older, second-hand version of the Kick & Play. I have to say that it was used quite a bit before we got it and we use it all the time now. We have had no problems with it wearing out and it has even been washed several times.As far as fun, my daughter didn't like it when we first brought her home from the hospital like some of the other posters' babies, because it made her slump. She may have just been a smaller baby. She is two months old now and loves, loves, loves it! She gets so excited and squeals when she's in it. She'll even stop for a minute and wait for the music to stop and then start kicking again to make it start back up. It may be a total coincidence, but it really looks like she knows what she's doing!",baby products,toys games
319,"SE Small Pill/ID Holder Keychain (Set of 6) I was planning to use these two ways; as a key chain pill holder, and as a tag holder for my cats. After seeing all the reviews about how small it was i thought it would be perfect for cat tags. I have small pills that will easily fit inside, but they are a bit large for my cats. I am still debating whether or not i will be returning them. However i rated them as 4 stars because they are exactly as advertized. I wish there were more pictures and measurements though.",health personal care,pet supplies
320,"Old Spice High Endurance Deodorant Bath Bar Soap 4.5 oz Fresh Scent, 8-Count Old Spice stopped manufacturing these in a foolish business choice to join the bandwagon of &#34;Body Washes&#34;that has become so popular and a +$ for the bottom line. My son and several of hes friends have bought up what was left out there and then turned to another brand of &#34;manly&#34; smelling bar soap. Too bad it is gone. I wrote to Old Spice directly offering to buy cases of it if they had it available--- too late. BRING IT BACK! Listen up!",beauty,health personal care
321,"Saf-Yeast Instant Yeast, 16 oz. The yeast was made in Mexico and did not have any USE BY date on it. After I got it, I realized that I could have purchased 4 pouches for $13.68. I was going to send it back, but the postage was $6.50, so I figured that I might as well keep it and try it. It seems to work well, but I have also ordered the 4 pack.",grocery gourmet food,health personal care
322,"KidCo Magnet 4 Lock Set (4 locks per package - key sold separately) Unlike other reviewers, I do not have children. I have cats. For those of you who do not have cat overlords, their entire life is spent entertaining themselves. And their favorite entertainment is their silly human servants. My three little angels started opening and closing my cabinets in the middle of the night. Other types of child proofing do not work on cats, but these do. And they work well.",baby products,pet supplies
323,"Cool Water By Davidoff For Men Hi allThe perfume delivered by [...] is heavily watered down,and barely lasts for an hour.This is definitely a fake,as the same perfume available in shops,from this brand,lasts atleast a few hours.Don't waste your money like I did.Thanks Vandhana",health personal care,beauty
324,"OUT! Diaper Garments, Small I purchased the medium for my male min pin since it mentions order the next size up if you have a male. The diaper covers everything and has enough velcro to make it fit snug around his waist, but the rest of the diaper is really bulky in the back. I'm hoping to get him completely potty trained soon so he doesn't have to wear it, but it's doing it's job so far.",pet supplies,baby products
325,"Cranberry Tea by Alvita - 24 Bags I found that this tea really helped increase my milk supply. It tasted a little funny at first, but I quickly got used to it. The price on Amazon is unbeatable, especially if you use subscribe and save.",grocery gourmet food,health personal care
326,"Now Foods, Grape Seed Oil This was a great oil to seal ends as well light enough for my skin and sometimes lips! I t gave my hair luster and relieved some itching on my scalp.",health personal care,beauty
327,"2nd Skin 2nd Skin Moist Burn Pads 1.5 Inches X 2 Inches Small I used to work in a powder coating plant, and was bumped into one of the iron racks that had been cooking in the oven. my arm hit the rack and the skin that made contact stayed on the rack. I used these until the skin grew back over the 3 inch wound on my arm. I have no scars to show for that because of this product. It's truly amazing.",health personal care,beauty
328,"Tatania Pumice Sponge Block (5 Pieces) I have purchased pumice sponges from the local beauty supply, but these are definitley the better value because they do not wear away as soon as you use them.",beauty,health personal care
329,"Seki Edge Stainless Steel Fingernail Clipper I bought these clippers after my trusty 20+ year old German-made clippers finally succumbed to metal fatigue, and the cheap China-made replacements I initially bought just didn't cut it (pun intended). I never really thought I'd ever pay 15 bucks for a pair of clippers, but these are heavy, seem very sturdy, and cut both smoothly and cleanly. I expect these clippers to last for several years, but even if they only last a few years, they'll still have been a better investment than the crummy five-dollar clippers I'll never use again!",beauty,health personal care
330,"Twinlab Hair Factors High Potency Tabs, 100 ct Helps hair growth a lot. After getting a botched ""Brazilian Blowout"" my hair was so thin from it being burned off I was afraid it wouldn't grow back in. I believe Hair Factors really helped.",health personal care,beauty
331,"Marianna Bobby Pins 1 lb. - Brown this is a quality product that can withstand the crazy hair it comes into contact with without breaking, flaking, chipping or having the coated tips fall off. also, it comes in a quantity that satisfies the demand",beauty,grocery gourmet food
332,"Mr. Bubble Mr. Bubble Bubble Bath Liquid Original Purchased Mr. Bubble for old times sake. Not quite the same, but a good product anyway.",beauty,health personal care
333,"No. 15 Saw Blade,Carded (5) Flimsy is what I'd say they are. There used to be a different kind they used to make and were a lot stronger. I bend one blade every time I use it, can be bent back, but still a hassle.",toys games,health personal care
334,"Zoo Med ReptiCare Ceramic Infrared Heat Emitter 60 Watts I bought a 60W bulb to add to our heating for our 2 Yellow Uromastyx lizards and LOVE it! It gives off a stronger heat than regular lighted heat bulbs, reaching over a foot away without the annoying lights. I have mine in a regular socket and it's been doing just fine. I'm looking into buying another one because of the MN winters chill :) They are the best heat source I've found yet! And they are much safer than heat rocks which reptiles have been known to burn themselves on :( These lights also last longer than regular heat bulbs!",pet supplies,health personal care
335,"Dream Castle Convertible Bed My 15 month old daughter LOVES her new bed! She can also climb easily in and out of it! Plus its absouletly adorable!!! It goes perfectly with the princess theme! As for the educational rating my little girl loves to crawl in bed and read a good princess story book, so i think this bed is encouraging story time with parents !Mommy to a Real Princess!",baby products,toys games
336,"GladRags The Keeper I was nervous about this, like most people, but I believe in wasting less so I needed to do something different in this department. This is a great product that is suprisingly not messy at all and SUPER comfortable. I honestly cannot tell it's there. The first day with it was a little strange, but after that I promise you will love it. You must be comfortable with yourself for this product. Also, if you use large public restrooms I suggest coupling this with some biodegradable wipes for your hands and the cup (but only if you can't get to the sink). Enjoy!",beauty,health personal care
337,"KidCo Bath Toy Organizer Storage Basket I bought this for our garden tub and it just barely fits. The curved edges of the tub don't allow the basket to sit entirely on the edge, and I have the basket extended to it's largest size. But it is great in that I can keep the kids away from the spout and the kids are able to clean up their own toys and it gives me storage for their bath products. The slats also allow toys to drain nicely. I originally wanted one of those cute frog scoop storage things from Boon, but once I thought about it for a minute, I realized that I didn't want to pay that much money for the thing and I didn't want to have to clean up after the kids!",toys games,baby products
338,Safety 1st Hospital's Choice Steady Grip Nail Clippers I have tried a few different kinds of baby nail clippers and have to agree with the other reviewer that these are definitely the best quality. They are sharp enough to not bend the nails but small and precise enough with a comfortable grip that you can get in and get out quickly without the baby fussing too much.,beauty,baby products
339,"Jason Natural Products Tea Tree Oil About 10yrs ago, purchased a Jason product with a sample of theraputic mineral jel attached. My mother (then 74) was experiencing problems with muscle knots in her legs & had been referred to a specialist. In the interim I showed mom the free sample noting the pain relieve and antiseptic workding on the label. She used it daily and all the symptoms and disconfort disappeared within the 4 weeks before the appointment. She cancelled the appointment and the symptoms never returned. Like a miracle. Later, the car door left a big bruise and cut near Mom's knee. Again the jel healed the area without having to go the doctor.My neighbor had fallen and cut her leg in the shower in 2008, after a week of antibotics and in the hospital she came home supposely healed. After a few days, redness appeared, applied the jel & keeping a close watch, the redness was gone the next day, otherwise it would have been back to the doctor's office/ER.More recently, my spouse has always complained about the acne on the back. Decided why not apply the jel nightly. After about 2 weeks the redness and blackheads disappeared but most importantly, the deep pus pockets are in remission.In summay, it's been my observation that this product is a great first step. The drawback for some ... may be the smell ... tea tree can be strong.",beauty,health personal care
340,"InterDesign York Oval Soap Dish, White/Chrome The York Apothecary jar listed and shown matches my existing set and I purchased it to replace a broken piece . However, the lid is different from my set and that shown in the photo.",health personal care,beauty
341,"Safety 1st Hospital's Choice Steady Grip Nail Clippers it is easy to handle and hold. Just need to be sharper.So far, it works well.",beauty,baby products
342,"Brine Shrimp Shrimpery If you are looking to produce your own live baby brine shrimp for fish or frogs to ""hunt,"" this setup works well. When my African dwarf frog colony had tadpoles, I used the pre-mixed brine shrimp packets in this contraption to produce small brine shrimp for the tadpoles to eat. These tadpoles not only survived but grew up strong and healthy!",toys games,pet supplies
343,Webkinz Black and White Cat This cat arrives in time and I couldn't be happier with the price as well. The problem was that we order a different cat and I did communicate with the owner VIA email to find me the Cat that we order for my son...we couldn't find it. he even went the extra mile to offer me to choose any toy and he'll ship it to me...After several weeks he issue a full refund for me. It wasn't really much but it makes me wonder about how this seller operate his business and communicate with his clients...In good way of course!I finally got around to write a review...Thank you for your patience!John,toys games,pet supplies
344,"GMI PetShield Mesh Travel Barrier I purchased two of these for a move across four states. One was used in a suburban to contain three dogs, one of which is very small, and the other was used in a Kia Rondo to contain two cats. It worked perfectly in the Suburban, but I had to stuff coats or blankets around one side in the Rondo, because the cats figured out how to squeeze around the barrier, but having it was better than not having it. For the price, I would buy it again. It stayed in place and the cats were unable to move the barrier; they were just able to squeeze through one very small place at the end where it did not fit snug up against the car.",baby products,pet supplies
345,"Glad Zipper Snack Bags, 50-Count Packages (Pack of 12) Hey, they are just snack bags ... what could be wrong with them?The carton arrived with each of a dozen boxes unopened...- a good deal, in my opinion!",health personal care,grocery gourmet food
346,"Earth Therapeutics Tea Tree Oil Foot Balm ~6 Oz Bought this item for my husband who is on his feet 24/7 and has difficult toenails and a sore ankle. Applying the balm to his ankle definitely seemed to improve blood circulation as the pain diminished and the 'black and blue' appearance also normalized. I figured I would try it on my extremely dry skin - even on my face after a day working in the backyard. It was very soothing and not greasy at all. Dry, dead skin that I couldn't even see flaked off and fine lines are smoother. I will definitely recommend this - easier to use than Euciren - and goes a long, long way.",health personal care,beauty
347,Elite Thermostatic Heater I couldn't figure out what to do with it and broke it in under 2 minutes.,pet supplies,toys games
348,"Afirm 2x 1.05 oz. I've only been using this product for a couple weeks, but like it so far. At first, my skin did experience a little dryness, but it only lasted for a couple days. I have noticed that my skin feels smoother, and the clarity of my skin has improved. I will continue to use this product, and when I am finished w/ this tube plan to move up to the Affirm 3x, as my skin should be ready for it by that point.",health personal care,beauty
349,Aquanil Aquanil Hc Hydrocortisone Lotion I have been using Aquanil HC for years. It is the only product that consistantly keeps my skin condition under control.,health personal care,beauty
350,"Flexible Mr. Thrifty Skeleton With Spinal Nerves We bought Mr. Thrifty for my 8 yr. old daughter's Science Fair Project (""Which bone have you Broken?""). He is fantastic and was the star of the science fair. He is taller than we expected, which was great for us. He is on a pretty stable stand that comes apart. His bones are 'flexible' but not that much. We are very satisfied with the product- I'm glad I spent the money to get the bigger model. The service/delivery was very good from this company too.",health personal care,toys games
351,"Mr. Herzher's Small Wicker Pet Residence This is one sturdy crate. As promised, it's well made and the perfect solution for a nightstand/crate. It was very easy to assemble, though it is possible to put the door inside out and upside down! But that was easy to fix.As for the person whose 9-lb. dog ate through it -- that is quite a feat. I suppose if your dog has reinforced jaws and titanium teeth, this might be possible, but there are cross bars on the the sides if the little piranha can chew through the incredibly tough vinyl. I can't imagine it - perhaps the company came out with a new model after that happened, I don't know. All I know is, I couldn't cut through that stuff with a knife so...",baby products,pet supplies
352,New Life Spectrum Cichlid Formula - 2270 g This is a great deal for anyone who has many Cichlids . The cost is most reasonable.I will do business with this company again.,pet supplies,health personal care
353,"Boppy 5-in-1 Fun The boppy part is great for nursing when little, and sitting up when bigger, but the gym part was a total bust. My baby was never into it, even if he was mildly interested in the toys when I took them off. Not worth the money. Buy a plain boppy and a more interesting activity mat.",toys games,baby products
354,Tubtrugs 10.5-Gallon Storage Bucket Love this tubtrug tub but wish it wasn't so expensive. Bought it to hold toys and other things. If it was cheaper I would buy a bunch of them.,health personal care,pet supplies
355,Boppy Newborn Lounger I have to admit,baby products,toys games
356,"CytoSport Complete Whey Protein If you're reading this, you're in the right place. You want a protein thats good for the money, tastes great and mixes well. With most proteins you only get 2 of those 3.CytoSport has all of them. I will NEVER switch to another protein. too bad it took me 5 years to try it out.Quick breakdown:-Cocoa tastes like chocolate. Some crazies say otherwise, but the planet im from, chocolate comes from cocoa. GREAT TASTE-MIXES GREAT. I still cant believe how well this mixes. If you happen to not mix it all the way, any clumps present are silky smooth, not puffy and dry. itsreally weird how it works but its great. i usually mix 1 scoop with 8oz of warm water and the other scoop with milk.-Protein prices are going up, but this 5lb tub should last you a while. i give it a 4 star on the price. it could be $10 cheaperDo what i did and get a blender. i was tired of my shaker cup everyday. throw in a handful of fruit,yogurt,and milk. add your protein. its an INCREDIBLE shake.",beauty,health personal care
357,"Clorox/Home Cleaning 01665 Clorox Disinfecting Cleaning Wipes I LOVE these wipes for traveling, especially with kids. I use these to wipe down all surface areas on the airplane before the kids unpack or get settled. They last longer than Wet Ones for a job like this and don't dry out as quickly. Just purchased them at T**get for less than one dollar for a 9-wipe pack, so definitely price compare. Overall, fabulous product for on-the-go.",health personal care,baby products
358,Gentle Air Dr Watters Child's Portable Overnight Bed These is a bad quality product. From day one the valve broke and the mattress would not keep the air inside. Very disapointed,baby products,health personal care
359,"Snuggle Safe Pet Bed Microwave Heating Pad Got my first Snuggle Safe almost ten years ago. As soon as I tried it out, I bought them for friends and family. We use it as a foot warmer in bed- slip it between the covers before you get in, and it stays warm all night. Pop one in the microwave and take it in the car on cold mornings. Keeps hands warm too! Also nice to hand anyone who's chilly when the room is warm enough to others.I absolutely recommend the Snuggle Safe for anyone whose hands and feet get cold. Never had any problem with leaking when used as directed...lasts for YEARS, and five minutes in the microwave for 8-12 hours of warmth is Very energy saving.P.S. I let my kitty use it too!",pet supplies,health personal care
360,"DIAMANCEL Foot Buffer (#11 Medium) I was a dancer for nearly 20 years. My feet were racked with calluses. I pumiced them in the shower about every other day but by pedicure time (once a month), it was embarrassing. And, due to the thickness, my heels would often crack - which was so painful.And then, to kick me while I am down, on a dark day, a few years ago in Chicago, they banned razors. I went spa to spa, begging, even hauling my own razor to no avail. I finally found a spa on the far side of the city (like 45 minutes away) that kept a hidden razor. And, in a warped way, I considered myself lucky!And then I happened across this wonder tool. When I first saw the price - I think that I laughed out loud. Who would pay $40 for a foot file? And then I started reading the reviews - super skeptical. Thinking - their feet could not have looked like mine. And then I decided to take the plunge - I plunked down $40 for a foot file.People, get on board. In one 15 minute session, my feet were pink and sooo soft. Unlike the Pedegg or rapsers which leave your feet shaggy, they were so smooth. Literally like children's feet. It's unbelievable. The first night I went to bed, I kept rubbing my feet together - unbelievably.Update",beauty,health personal care
361,"San Pellegrino Aranciata 6.5 Ounce This product was charged to my credit card then delivered to someone else in another state; I confirmed this with the FEDEX tracking number. I sent in an email indicating what had happened, and I was sent my product within the week. Better late than never!",grocery gourmet food,health personal care
362,"Gingertherapy Bath Set - Style 34185 The recipient of this gift was delighted with it, so I highly recommend it to others. The convenience of being able to order gift for delivery in USA is brilliant!",beauty,grocery gourmet food
363,"Planet Ultra Liquid Laundry Detergent, 100 Fluid-Ounce Bottles (Pack of 4) I HAVE EXCEMA, AND HAVE TRIED A LOT OF DIFFERENT DETERGENTS THAT CLAIM THEY ARE FREE OF SKIN IRRITATING INGREDIENTS. THE ONE THING THAT ALL OF THEM HAVE ISFABRIC BRIGHTENERS, WHICH CAUSES SKIN IRRITATION, BECAUSE THEY ARE SHINY LITTLE PARTICLES, THAT GET IMBEDDED IN YOUR SKIN. PLANET IS THE ONLY ONE THAT I AM AWARE OF THAT DOESN'T USE FABRIC BRIGHTENERS, AND IT IS THE ONLY ONE THAT DOESN'T IRRITATE MY SKIN.I AM SO GLAD I FOUND IT, AND WILL BE A CUSTOMER FOREVER!!!!!!!!!!",health personal care,beauty
364,Baby Bundle I recieved this as a shower gift before my son was born. The toys included were great throughout his first year.We use the toys as beach toys now that my son is 2. His favorite part is the alligator that sprays water.I like that the toys are all brightly colored instead of being the usual light blue or pink of most baby toys.The only down side I found was that the storage containers have no drainage in the bottoms so you have to dry all the toys before putting them away.,toys games,baby products
365,"Lansinoh 20265 Disposable Nursing Pads, 60-Count Boxes (Pack of 3) By far, these are the best disposable breastpads out there, and have been for a number of years (used them with my now 5 year old and again with my 17 month old. It's nice that they are individually wrapped because you can throw them in diaper bags, purses, etc. The peel-off option adhesive is great to keep them in place, or you can choose not to use it if you'd rather. They are big, they are super-absorbent, they have a nice leak shield around the edge. The keep dry cover is good for preventing skin chafing and doesn't hurt or stick to sensitive nipples and keeps the moisture away from breasts which is perfect if dealing with thrush or cracked nipples.If you are going to use cloth, I like the Medela ones... but for disposables, these are by FAR the best.",health personal care,baby products
366,"Seacret Dead Sea Salt Scrub 8.5 Oz Ocean Scent I am extremely satisfied with this product. I saw a demonstration of this product at our local mall. I didn't buy it then because I thought it was too expensive. When I saw it on Amazon I was thrilled to see the great deal. So, I bought it and I love it.",health personal care,beauty
367,Herban Essentials These towelettes smell so great and work just as well. I have used them from getting stains off my son's fouton to simply sanitizing my hands after getting off the subway. I have literally used them to clean everything and anything that needs it- theyre just great and convient. I recommend buying them to anyone!,beauty,health personal care
368,Adovia Acne Soap - All Natural Acne Relief (From Dead Sea Mineral Mud) dont wste your money i have only been useing this product for 2 days and it made may acne worstt,health personal care,beauty
369,"Blistex DCT, .25-Ounce Pots (Pack of 12) The only thing that works to keep my lips moist throughout the year, including winter's dry chill.",health personal care,grocery gourmet food
370,"Pure Instinct I found that when I started to wear this product, guys around me started to look more, some guys in my college classes were talking to me more, wanting to talk to me. At work everyone seemed more friendly when i wore it, especially those working near me. I found that some men react more to it than others. one of my friends, when he goes to give me a hug and he smells it he backs away saying, ""You're wearing that stuff again!"" because it affects him extremely. While with my boyfriend, there isn't much affect other than he loves the scent. If it's goal is to get guys to be more sexual, or passionate, I can't see it making a difference in him. :POverall, GREAT product. It's a small bottle but it last for a long time! I got it almost a month ago and haven't even used a quarter of it yet.",health personal care,beauty
371,Badger Air-Brush Co 200-1 Siphon Feed 200NH Airbrush I had originally purchased a very cheap air brush from Harbor Freight and you had to pull back on the button as you pushed down to get the paint to come out. I guess I am not the most coordinated person because I found it to be like patting my head and rubbing my stomach. I purchased this air brush and it works great. I use the air brush so shoot duracoat which is a polymer type paint used on firearms. It gives a very even coat and the flow control is easy to adjust.,toys games,health personal care
372,"Kaytee Supreme - Cockatiel - 25 lbs This mix includes a lot of seed but also cereal grains and chunky pellets. Not too many sunflower seeds, a plus. I have three cockatiels and they all love it. They devour it all but seem especially to enjoy the pellets, which is surprising since they have ignored other pelleted foods. I will continue to order this.I was also very pleased with the seller (Quidsi Retail/Wag.com.) Shipping charge was very reasonable and it came, amazingly, in one day.",pet supplies,grocery gourmet food
373,"Kidkraft Nursing Stool This stool is exactly what it needs to be, adjustable, easy to use, and sturdy. It was easy to assemble and we can see using it for a long time.",baby products,health personal care
374,"Green Cream - Level 6 1 oz. Great product. Used a prescription retinol years ago but had to stop because of severe drying and unsightly blotches. This product is much gentler, and after only a few weeks, my skin has improved in appearance, texture, and feels much softer. Do use a good moisturizer as some flaking does occur. It is manageable though with moisturizer.",health personal care,beauty
375,Pure Instinct I have been doing lots of research on this little bottle for quite a while and without even knowing what i was really purchasing i decided to buy it. I have been patient to get this in the mail and it only took 3 days to get delivered. I was so exited and as i opened the bottle and dabbed a small amount on my wrist I became so in love with it. It smells like fruity and sweet but yet soft... its just an irresistible smell. I will definitely buy this product over and over again. I am so exited to start wearing this due to my husband coming back home from a 6 month deployment next week. :),health personal care,beauty
376,"Seachem Prime 500ml It does a decent job, I don't see how it's any different from the other tap conditioner but the smell is horrible, I hate smelling it every water change.Best I can describe the smell is that it smells like potent sewer smell.",pet supplies,beauty
377,Mustapha's Moroccan Harissa I've been to morocco many times and discovered harissa on my second trip there and fell in love with it. I actually brang some back but when I ran out I purchased some of this stuff and was very disappointed. Doesn't taste like the real harissas I tried in morocoo. I guess I'll wait till I go back for more.,grocery gourmet food,health personal care
378,Traditional Medicinals Teas Organic Licorice Root Tea This is part of Dr. Oz's Tea Diet. Works like a charm. I have lost inches already and I have been on it for 4 days.,health personal care,grocery gourmet food
379,Cool Water By Davidoff For Men as I said in title. cheap and perfect smile. I love that so much. I will be buy it again after I finsh the new item.,health personal care,beauty
